"<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>"
"2025.09.02	13:15:00	101518.91	101539.43	101505.65	101516.27	900	0	78"
"2025.09.02	13:30:00	101516.21	101520.03	101483.99	101498.37	900	0	78"
"2025.09.02	13:45:00	101498.31	101554.41	101483.25	101552.01	900	0	78"
"2025.09.02	14:00:00	101551.95	101596.84	101543.90	101592.88	900	0	78"
"2025.09.02	14:15:00	101592.82	101629.18	101591.44	101602.42	900	0	78"
"2025.09.02	14:30:00	101602.36	101623.88	101584.51	101616.38	900	0	78"
"2025.09.02	14:45:00	101616.32	101616.32	101562.38	101562.38	900	0	78"
"2025.09.02	15:00:00	101562.32	101657.97	101560.52	101655.39	900	0	78"
"2025.09.02	15:15:00	101655.33	101692.82	101645.86	101685.20	900	0	78"
"2025.09.02	15:30:00	101685.14	101701.15	101671.28	101686.15	900	0	78"
"2025.09.02	15:45:00	101686.09	101761.21	101679.55	101746.57	900	0	78"
"2025.09.02	16:00:00	101746.51	101760.33	101724.59	101757.93	900	0	78"
"2025.09.02	16:15:00	101757.87	101757.87	101703.93	101703.93	900	0	78"
"2025.09.02	16:30:00	101703.87	101703.87	101649.93	101649.93	900	0	78"
"2025.09.02	16:45:00	101649.87	101702.83	101643.46	101685.25	900	0	78"
"2025.09.02	17:00:00	101685.19	101685.19	101647.15	101667.50	900	0	78"
"2025.09.02	17:15:00	101667.44	101667.44	101635.87	101635.87	900	0	78"
"2025.09.02	17:30:00	101635.81	101665.01	101612.21	101612.21	900	0	78"
"2025.09.02	17:45:00	101612.15	101612.15	101558.21	101558.21	900	0	78"
"2025.09.02	18:00:00	101558.15	101558.15	101504.21	101504.21	900	0	78"
"2025.09.02	18:15:00	101504.15	101526.52	101482.42	101482.42	900	0	78"
"2025.09.02	18:30:00	101482.36	101538.30	101468.14	101510.70	900	0	78"
"2025.09.02	18:45:00	101510.64	101510.64	101456.70	101456.70	900	0	78"
"2025.09.02	19:00:00	101456.64	101456.64	101403.48	101427.96	900	0	78"
"2025.09.02	19:15:00	101427.90	101488.53	101419.68	101464.71	900	0	78"
"2025.09.02	19:30:00	101464.65	101473.88	101444.84	101451.78	900	0	78"
"2025.09.02	19:45:00	101451.72	101452.77	101413.11	101413.11	900	0	78"
"2025.09.02	20:00:00	101413.05	101413.05	101359.11	101359.11	900	0	78"
"2025.09.02	20:15:00	101359.05	101359.05	101305.11	101305.11	900	0	78"
"2025.09.02	20:30:00	101305.05	101385.17	101294.19	101383.19	900	0	78"
"2025.09.02	20:45:00	101383.13	101383.13	101346.53	101346.53	900	0	78"
"2025.09.02	21:00:00	101346.47	101370.55	101310.05	101360.65	900	0	78"
"2025.09.02	21:15:00	101360.59	101428.99	101349.07	101406.13	900	0	78"
"2025.09.02	21:30:00	101406.07	101419.02	101386.62	101386.62	900	0	78"
"2025.09.02	21:45:00	101386.56	101396.35	101363.16	101379.37	900	0	78"
"2025.09.02	22:00:00	101379.31	101409.80	101366.42	101383.52	900	0	78"
"2025.09.02	22:15:00	101383.46	101430.10	101381.06	101402.76	900	0	78"
"2025.09.02	22:30:00	101402.70	101408.43	101365.53	101365.53	900	0	78"
"2025.09.02	22:45:00	101365.47	101403.22	101356.59	101384.44	900	0	78"
"2025.09.02	23:00:00	101384.38	101421.44	101384.02	101401.10	900	0	78"
"2025.09.02	23:15:00	101401.04	101429.32	101374.77	101421.34	900	0	78"
"2025.09.02	23:30:00	101421.28	101472.18	101405.62	101469.30	900	0	78"
"2025.09.02	23:45:00	101469.24	101469.24	101415.30	101415.30	900	0	78"
"2025.09.03	00:00:00	101415.24	101463.63	101405.16	101425.59	900	0	78"
"2025.09.03	00:15:00	101425.53	101425.53	101371.59	101371.59	900	0	78"
"2025.09.03	00:30:00	101371.53	101391.37	101357.23	101373.19	900	0	78"
"2025.09.03	00:45:00	101373.13	101373.13	101319.19	101319.19	900	0	78"
"2025.09.03	01:00:00	101319.13	101357.70	101305.07	101356.44	900	0	78"
"2025.09.03	01:15:00	101356.38	101392.91	101352.00	101379.51	900	0	78"
"2025.09.03	01:30:00	101379.45	101379.45	101325.51	101325.51	900	0	78"
"2025.09.03	01:45:00	101325.45	101325.45	101271.51	101271.51	900	0	78"
"2025.09.03	02:00:00	101271.45	101286.85	101240.53	101240.53	900	0	78"
"2025.09.03	02:15:00	101240.47	101240.47	101192.89	101218.09	900	0	78"
"2025.09.03	02:30:00	101218.03	101218.03	101167.81	101192.97	900	0	78"
"2025.09.03	02:45:00	101192.91	101214.29	101177.72	101202.95	900	0	78"
"2025.09.03	03:00:00	101202.89	101202.89	101169.77	101169.77	900	0	78"
"2025.09.03	03:15:00	101169.71	101218.07	101157.77	101183.03	900	0	78"
"2025.09.03	03:30:00	101182.97	101242.54	101162.99	101213.26	900	0	78"
"2025.09.03	03:45:00	101213.20	101213.20	101181.48	101181.48	900	0	78"
"2025.09.03	04:00:00	101181.42	101229.10	101173.50	101212.84	900	0	78"
"2025.09.03	04:15:00	101212.78	101213.83	101186.38	101207.11	900	0	78"
"2025.09.03	04:30:00	101207.05	101210.33	101177.27	101177.27	900	0	78"
"2025.09.03	04:45:00	101177.21	101202.06	101163.72	101163.72	900	0	78"
"2025.09.03	05:00:00	101163.66	101163.66	101124.10	101124.10	900	0	78"
"2025.09.03	05:15:00	101124.04	101143.64	101112.52	101137.60	900	0	78"
"2025.09.03	05:30:00	101137.54	101239.43	101130.70	101225.74	900	0	78"
"2025.09.03	05:45:00	101225.68	101304.80	101219.92	101278.04	900	0	78"
"2025.09.03	06:00:00	101277.98	101288.99	101251.49	101251.49	900	0	78"
"2025.09.03	06:15:00	101251.43	101265.67	101223.85	101223.85	900	0	78"
"2025.09.03	06:30:00	101223.79	101271.85	101209.75	101263.81	900	0	78"
"2025.09.03	06:45:00	101263.75	101263.75	101232.73	101254.42	900	0	78"
"2025.09.03	07:00:00	101254.36	101273.55	101242.28	101261.19	900	0	78"
"2025.09.03	07:15:00	101261.13	101261.13	101220.30	101220.30	900	0	78"
"2025.09.03	07:30:00	101220.24	101243.06	101194.56	101222.06	900	0	78"
"2025.09.03	07:45:00	101222.00	101222.00	101168.06	101168.06	900	0	78"
"2025.09.03	08:00:00	101168.00	101214.99	101154.68	101210.37	900	0	78"
"2025.09.03	08:15:00	101210.31	101210.31	101169.66	101169.66	900	0	78"
"2025.09.03	08:30:00	101169.60	101204.64	101164.74	101164.74	900	0	78"
"2025.09.03	08:45:00	101164.68	101218.55	101148.12	101209.73	900	0	78"
"2025.09.03	09:00:00	101209.67	101209.67	101157.47	101179.01	900	0	78"
"2025.09.03	09:15:00	101178.95	101187.13	101145.67	101145.67	900	0	78"
"2025.09.03	09:30:00	101145.61	101145.61	101091.67	101091.67	900	0	78"
"2025.09.03	09:45:00	101091.61	101120.71	101078.91	101119.45	900	0	78"
"2025.09.03	10:00:00	101119.39	101142.93	101095.35	101095.35	900	0	78"
"2025.09.03	10:15:00	101095.29	101113.24	101077.58	101108.86	900	0	78"
"2025.09.03	10:30:00	101108.80	101116.27	101088.31	101088.31	900	0	78"
"2025.09.03	10:45:00	101088.25	101166.04	101068.15	101163.10	900	0	78"
"2025.09.03	11:00:00	101163.04	101191.84	101148.34	101148.34	900	0	78"
"2025.09.03	11:15:00	101148.28	101174.61	101125.47	101125.47	900	0	78"
"2025.09.03	11:30:00	101125.41	101125.41	101084.46	101084.46	900	0	78"
"2025.09.03	11:45:00	101084.40	101095.69	101052.13	101052.13	900	0	78"
"2025.09.03	12:00:00	101052.07	101052.07	101012.57	101012.57	900	0	78"
"2025.09.03	12:15:00	101012.51	101012.51	100975.67	100979.16	900	0	78"
"2025.09.03	12:30:00	100979.10	100989.34	100957.33	100957.33	900	0	78"
"2025.09.03	12:45:00	100957.27	100968.17	100931.40	100964.27	900	0	78"
"2025.09.03	13:00:00	100964.21	101015.00	100950.53	100985.84	900	0	78"
"2025.09.03	13:15:00	100985.78	101040.26	100983.80	101015.72	900	0	78"
"2025.09.03	13:30:00	101015.66	101015.66	100982.96	100982.96	900	0	78"
"2025.09.03	13:45:00	100982.90	101018.61	100976.60	100980.57	900	0	78"
"2025.09.03	14:00:00	100980.51	100980.51	100926.57	100926.57	900	0	78"
"2025.09.03	14:15:00	100926.51	100952.95	100909.03	100909.03	900	0	78"
"2025.09.03	14:30:00	100908.97	100914.14	100887.22	100902.32	900	0	78"
"2025.09.03	14:45:00	100902.26	100903.72	100874.32	100874.32	900	0	78"
"2025.09.03	15:00:00	100874.26	100894.66	100851.82	100851.82	900	0	78"
"2025.09.03	15:15:00	100851.76	100901.99	100847.32	100892.33	900	0	78"
"2025.09.03	15:30:00	100892.27	100957.43	100886.27	100931.56	900	0	78"
"2025.09.03	15:45:00	100931.50	100976.85	100918.13	100974.33	900	0	78"
"2025.09.03	16:00:00	100974.27	100981.77	100943.97	100960.41	900	0	78"
"2025.09.03	16:15:00	100960.35	100962.61	100935.55	100945.77	900	0	78"
"2025.09.03	16:30:00	100945.71	100960.15	100918.65	100933.33	900	0	78"
"2025.09.03	16:45:00	100933.27	100935.53	100906.25	100914.83	900	0	78"
"2025.09.03	17:00:00	100914.77	100939.70	100892.21	100927.64	900	0	78"
"2025.09.03	17:15:00	100927.58	100945.18	100912.06	100927.65	900	0	78"
"2025.09.03	17:30:00	100927.59	100957.61	100910.73	100941.89	900	0	78"
"2025.09.03	17:45:00	100941.83	100998.77	100927.67	100989.65	900	0	78"
"2025.09.03	18:00:00	100989.59	100989.59	100940.15	100950.73	900	0	78"
"2025.09.03	18:15:00	100950.67	100957.84	100916.32	100951.78	900	0	78"
"2025.09.03	18:30:00	100951.72	101047.03	100930.84	101045.83	900	0	78"
"2025.09.03	18:45:00	101045.77	101130.54	101035.03	101126.46	900	0	78"
"2025.09.03	19:00:00	101126.40	101135.90	101099.22	101099.22	900	0	78"
"2025.09.03	19:15:00	101099.16	101133.99	101091.39	101104.97	900	0	78"
"2025.09.03	19:30:00	101104.91	101109.55	101069.11	101069.11	900	0	78"
"2025.09.03	19:45:00	101069.05	101089.14	101037.73	101070.00	900	0	78"
"2025.09.03	20:00:00	101069.94	101069.94	101023.92	101067.24	900	0	78"
"2025.09.03	20:15:00	101067.18	101096.10	101051.88	101078.88	900	0	78"
"2025.09.03	20:30:00	101078.82	101119.76	101074.32	101113.52	900	0	78"
"2025.09.03	20:45:00	101113.46	101162.38	101092.88	101139.70	900	0	78"
"2025.09.03	21:00:00	101139.64	101146.14	101109.66	101109.66	900	0	78"
"2025.09.03	21:15:00	101109.60	101207.48	101097.66	101189.84	900	0	78"
"2025.09.03	21:30:00	101189.78	101189.78	101152.34	101152.34	900	0	78"
"2025.09.03	21:45:00	101152.28	101222.76	101139.44	101199.36	900	0	78"
"2025.09.03	22:00:00	101199.30	101264.46	101190.42	101252.76	900	0	78"
"2025.09.03	22:15:00	101252.70	101276.95	101243.84	101254.75	900	0	78"
"2025.09.03	22:30:00	101254.69	101327.86	101244.31	101319.58	900	0	78"
"2025.09.03	22:45:00	101319.52	101355.60	101313.76	101345.22	900	0	78"
